Date,Gold,Silver,Oil
2009-08-24,629.61,6.32,34.30
2009-08-25,632.86,6.26,34.37
2009-08-26,631.53,6.26,34.17
2009-08-27,632.08,6.22,34.17
2009-08-28,631.36,6.14,34.28
2009-08-31,622.57,6.13,33.88
2009-09-01,623.47,6.12,34.10
2009-09-02,622.93,6.11,34.41
2009-09-03,621.58,6.11,34.81
2009-09-04,623.73,6.19,34.94
2009-09-07,622.17,6.24,35.20
2009-09-08,621.41,6.27,35.18
2009-09-09,623.05,6.27,35.15
2009-09-10,628.41,6.29,34.78
2009-09-11,629.16,6.28,34.87
2009-09-14,630.01,6.30,34.40
2009-09-15,625.16,6.36,34.39
2009-09-16,629.44,6.38,34.25
2009-09-17,624.22,6.41,34.40
2009-09-18,629.78,6.40,34.42
2009-09-21,624.18,6.37,34.49
2009-09-22,623.18,6.34,34.89
2009-09-23,628.26,6.29,34.92
2009-09-24,627.01,6.36,34.99
2009-09-25,628.98,6.32,35.36
2009-09-28,628.13,6.40,35.67
2009-09-29,626.18,6.43,35.75
2009-09-30,625.58,6.46,35.74
2009-10-01,625.77,6.43,35.53
2009-10-02,626.10,6.44,35.84
2009-10-05,621.95,6.45,36.30
2009-10-06,619.94,6.40,36.04
2009-10-07,622.48,6.35,36.05
2009-10-08,620.49,6.32,35.96
2009-10-09,619.43,6.31,35.95
2009-10-12,620.35,6.29,36.09
2009-10-13,618.96,6.27,36.11
2009-10-14,613.74,6.24,35.92
2009-10-15,610.69,6.23,35.71
2009-10-16,608.00,6.27,36.31
2009-10-19,611.11,6.29,36.64
2009-10-20,612.17,6.28,36.67
2009-10-21,611.23,6.18,36.43
2009-10-22,608.79,6.20,36.30
2009-10-23,603.40,6.20,36.38
2009-10-26,605.81,6.22,37.08
2009-10-27,603.28,6.28,37.36
2009-10-28,601.45,6.27,37.14
2009-10-29,601.17,6.26,37.01
2009-10-30,601.24,6.21,37.35
2009-11-02,603.97,6.18,37.61
2009-11-03,600.89,6.11,37.71
2009-11-04,602.62,6.08,37.87
2009-11-05,608.62,6.21,37.61
2009-11-06,609.70,6.15,38.46
2009-11-09,608.46,6.19,38.50
2009-11-10,605.34,6.18,38.08
2009-11-11,603.49,6.17,38.16
2009-11-12,596.73,6.17,38.94
2009-11-13,593.98,6.19,38.81
2009-11-16,585.69,6.15,38.60
2009-11-17,588.26,6.15,38.54
2009-11-18,590.32,6.15,38.49
2009-11-19,592.38,6.09,38.43
2009-11-20,596.19,6.00,38.19
2009-11-23,596.74,6.02,38.09
2009-11-24,598.11,5.98,38.40
2009-11-25,598.79,6.06,38.66
2009-11-26,600.53,6.12,38.42
2009-11-27,599.74,6.04,38.69
2009-11-30,604.79,6.02,38.32
2009-12-01,608.28,5.99,38.16
2009-12-02,613.05,5.98,38.11
2009-12-03,618.08,6.01,37.79
2009-12-04,622.83,5.93,38.10
2009-12-07,624.45,5.91,37.87
2009-12-08,621.07,5.99,37.91
2009-12-09,619.20,6.01,38.28
2009-12-10,620.28,6.04,38.57
2009-12-11,620.56,6.06,38.54
2009-12-14,617.57,6.01,38.68
2009-12-15,615.48,6.01,38.61
2009-12-16,618.56,6.02,38.71
2009-12-17,617.76,6.01,38.61
2009-12-18,618.63,5.94,38.60
2009-12-21,619.86,5.96,38.28
2009-12-22,618.65,5.95,38.11
2009-12-23,614.97,5.90,38.12
2009-12-24,616.25,5.91,37.86
2009-12-25,617.53,5.90,37.71
2009-12-28,614.77,5.88,37.93
2009-12-29,614.29,5.88,37.63
2009-12-30,622.96,5.79,37.03
2009-12-31,621.41,5.79,37.56
2010-01-01,623.10,5.81,37.84
2010-01-04,623.49,5.73,37.92
2010-01-05,624.26,5.82,37.70
2010-01-06,628.28,5.76,38.17
2010-01-07,628.79,5.80,38.39
2010-01-08,631.02,5.80,38.19
2010-01-11,630.61,5.77,38.16
2010-01-12,625.63,5.78,38.46
2010-01-13,629.48,5.84,38.51
2010-01-14,629.09,5.83,38.64
2010-01-15,631.44,5.84,38.22
2010-01-18,635.89,5.86,38.53
2010-01-19,636.15,5.85,39.13
2010-01-20,632.84,5.79,39.76
2010-01-21,633.70,5.77,39.58
2010-01-22,627.44,5.85,39.81
2010-01-25,629.13,5.88,39.52
2010-01-26,630.67,5.93,38.82
2010-01-27,632.64,5.96,38.86
2010-01-28,629.93,5.95,38.72
2010-01-29,631.17,5.93,38.96
2010-02-01,629.63,5.91,39.33
2010-02-02,629.22,5.93,38.93
2010-02-03,634.10,5.88,38.96
2010-02-04,633.48,5.85,38.88
2010-02-05,637.49,5.92,38.81
2010-02-08,636.45,5.84,39.35
2010-02-09,633.15,5.81,39.38
2010-02-10,635.57,5.87,40.07
2010-02-11,638.06,5.85,39.86
2010-02-12,637.58,5.88,40.17
2010-02-15,639.65,5.81,40.00
2010-02-16,644.40,5.79,39.97
2010-02-17,653.28,5.78,40.43
2010-02-18,659.39,5.82,40.30
2010-02-19,651.97,5.78,40.51
2010-02-22,654.00,5.83,40.15
2010-02-23,654.75,5.75,39.87
2010-02-24,656.58,5.66,40.14
2010-02-25,662.69,5.61,40.06
2010-02-26,668.48,5.63,40.19
2010-03-01,668.94,5.57,40.15
2010-03-02,673.34,5.58,40.39
2010-03-03,672.23,5.55,40.25
2010-03-04,668.79,5.49,40.25
2010-03-05,668.12,5.46,40.48
2010-03-08,665.11,5.48,40.64
2010-03-09,670.75,5.49,40.90
2010-03-10,671.10,5.44,41.19
2010-03-11,676.84,5.43,41.88
2010-03-12,680.07,5.51,41.82
2010-03-15,677.16,5.51,41.59
2010-03-16,677.93,5.51,41.64
2010-03-17,677.73,5.47,41.47
2010-03-18,682.13,5.47,41.03
2010-03-19,675.36,5.46,41.13
2010-03-22,671.47,5.39,41.32
2010-03-23,682.30,5.42,40.99
2010-03-24,682.00,5.42,40.58
2010-03-25,677.31,5.42,40.84
2010-03-26,678.27,5.39,41.01
2010-03-29,680.14,5.36,40.61
2010-03-30,682.44,5.40,40.75
2010-03-31,686.56,5.46,40.26
2010-04-01,688.31,5.51,40.62
2010-04-02,693.32,5.49,40.85
2010-04-05,696.12,5.46,40.92
2010-04-06,691.59,5.43,41.03
2010-04-07,695.33,5.43,41.54
2010-04-08,700.61,5.40,41.51
2010-04-09,698.95,5.43,41.75
2010-04-12,696.28,5.46,41.31
2010-04-13,700.49,5.37,41.26
2010-04-14,698.11,5.40,41.34
2010-04-15,690.57,5.35,41.15
2010-04-16,694.76,5.41,41.38
2010-04-19,699.81,5.38,41.52
2010-04-20,700.35,5.34,41.41
2010-04-21,699.21,5.36,41.58
2010-04-22,697.40,5.34,40.95
2010-04-23,699.26,5.34,40.95
2010-04-26,701.28,5.32,40.64
2010-04-27,699.27,5.31,40.71
2010-04-28,697.26,5.30,40.28
2010-04-29,695.94,5.23,40.07
2010-04-30,697.93,5.24,40.03
2010-05-03,697.25,5.27,39.65
2010-05-04,698.89,5.25,39.75
2010-05-05,698.47,5.23,39.85
2010-05-06,696.31,5.19,39.70
2010-05-07,692.05,5.19,39.51
2010-05-10,687.78,5.21,39.64
2010-05-11,687.25,5.20,39.93
2010-05-12,686.42,5.21,39.58
2010-05-13,688.44,5.20,39.74
2010-05-14,687.60,5.18,39.37
2010-05-17,686.99,5.16,38.96
2010-05-18,691.39,5.20,38.33
2010-05-19,684.10,5.15,38.38
2010-05-20,693.37,5.10,38.29
2010-05-21,698.10,5.09,38.63
2010-05-24,701.46,5.09,38.91
2010-05-25,704.85,5.04,38.86
2010-05-26,702.74,5.04,38.49
2010-05-27,699.34,5.04,38.49
2010-05-28,704.29,5.05,38.93
2010-05-31,709.01,5.09,37.84
2010-06-01,706.38,5.11,37.44
2010-06-02,704.62,5.14,37.46
2010-06-03,703.50,5.20,37.33
2010-06-04,707.51,5.20,37.37
2010-06-07,706.35,5.17,37.31
2010-06-08,701.63,5.19,37.34
2010-06-09,700.19,5.22,37.04
2010-06-10,693.41,5.24,36.63
2010-06-11,688.68,5.25,36.92
2010-06-14,686.10,5.21,37.37
2010-06-15,681.36,5.25,37.50
2010-06-16,678.99,5.24,37.24
2010-06-17,676.83,5.24,37.04
2010-06-18,671.35,5.26,36.86
2010-06-21,674.13,5.26,37.70
2010-06-22,676.11,5.21,37.29
2010-06-23,673.18,5.20,36.80
2010-06-24,669.49,5.20,36.34
2010-06-25,669.26,5.21,36.05
2010-06-28,671.38,5.21,36.37
2010-06-29,673.71,5.20,36.33
2010-06-30,675.37,5.22,35.84
2010-07-01,678.60,5.20,36.17
2010-07-02,679.31,5.18,36.17
2010-07-05,684.30,5.15,35.68
2010-07-06,683.53,5.20,36.14
2010-07-07,687.16,5.12,36.07
2010-07-08,685.62,5.12,35.76
2010-07-09,684.78,5.08,36.43
2010-07-12,685.09,5.06,36.07
2010-07-13,688.47,5.08,36.41
2010-07-14,689.77,5.06,36.20
2010-07-15,687.24,5.05,36.40
2010-07-16,685.44,5.06,36.63
2010-07-19,683.99,5.10,36.75
2010-07-20,685.40,5.10,36.81
2010-07-21,682.56,5.07,36.88
2010-07-22,685.71,5.06,37.04
2010-07-23,685.02,5.03,37.04
2010-07-26,686.44,5.01,36.87
2010-07-27,684.85,5.02,36.44
2010-07-28,685.89,5.03,36.50
2010-07-29,684.06,5.04,36.18
2010-07-30,681.56,5.07,35.80
2010-08-02,679.47,5.05,35.99
2010-08-03,674.68,5.03,35.68
2010-08-04,680.37,5.02,35.54
2010-08-05,680.85,5.05,34.95
2010-08-06,677.28,5.06,34.78
2010-08-09,672.49,5.04,34.83
2010-08-10,673.69,5.11,34.38
2010-08-11,668.80,5.06,34.65
2010-08-12,665.91,5.01,34.87
2010-08-13,663.54,5.05,34.94
2010-08-16,661.45,5.08,35.17
2010-08-17,666.51,5.07,35.08
2010-08-18,671.52,5.11,35.16
2010-08-19,668.77,5.08,34.76
2010-08-20,665.55,5.07,34.43
2010-08-23,668.05,4.98,34.22
2010-08-24,665.88,5.00,34.36
2010-08-25,661.88,5.01,34.08
2010-08-26,662.94,4.97,34.12
2010-08-27,667.91,5.04,34.42
2010-08-30,664.57,5.02,34.16
2010-08-31,662.64,4.96,33.99
2010-09-01,666.44,5.04,34.12
2010-09-02,667.22,5.07,33.69
2010-09-03,664.50,5.09,33.63
2010-09-06,663.37,5.13,33.12
2010-09-07,667.35,5.10,33.27
2010-09-08,667.45,5.13,33.54
2010-09-09,664.17,5.16,33.68
2010-09-10,669.00,5.14,34.00
2010-09-13,671.54,5.12,34.28
2010-09-14,670.39,5.16,34.25
2010-09-15,670.86,5.16,34.53
2010-09-16,670.67,5.18,34.70
2010-09-17,667.88,5.22,35.12
2010-09-20,669.69,5.23,34.88
2010-09-21,674.11,5.18,34.92
2010-09-22,679.43,5.15,35.08
2010-09-23,677.07,5.18,34.68
2010-09-24,675.77,5.16,34.72
2010-09-27,670.13,5.21,34.81
2010-09-28,668.59,5.27,34.80
2010-09-29,669.55,5.28,35.25
2010-09-30,670.17,5.24,35.28
2010-10-01,671.68,5.24,35.10
2010-10-04,669.07,5.18,35.24
2010-10-05,666.38,5.16,35.38
2010-10-06,670.07,5.12,35.29
2010-10-07,668.85,5.14,35.00
2010-10-08,666.27,5.16,34.83
2010-10-11,662.94,5.16,34.58
2010-10-12,662.14,5.20,34.53
2010-10-13,661.78,5.19,34.12
2010-10-14,662.47,5.23,34.47
2010-10-15,672.02,5.22,34.52
2010-10-18,668.42,5.29,34.80
2010-10-19,671.74,5.31,34.77
2010-10-20,663.31,5.36,34.96
2010-10-21,664.27,5.33,35.20
2010-10-22,665.36,5.33,34.90
2010-10-25,661.73,5.33,34.87
2010-10-26,658.38,5.40,34.75
2010-10-27,658.27,5.41,35.16
2010-10-28,655.81,5.40,34.81
2010-10-29,659.35,5.42,34.86
2010-11-01,660.39,5.49,34.83
2010-11-02,658.56,5.47,35.12
2010-11-03,660.60,5.49,34.94
2010-11-04,662.50,5.51,34.97
2010-11-05,662.16,5.53,35.09
2010-11-08,660.67,5.52,34.61
2010-11-09,662.75,5.52,35.04
2010-11-10,656.93,5.53,35.21
2010-11-11,654.74,5.55,35.30
2010-11-12,656.57,5.54,34.40
2010-11-15,656.93,5.54,34.21
2010-11-16,652.68,5.56,34.32
2010-11-17,657.93,5.53,34.65
2010-11-18,658.08,5.52,34.79
2010-11-19,661.07,5.50,35.23
2010-11-22,661.23,5.45,34.91
2010-11-23,664.87,5.43,34.94
2010-11-24,665.32,5.43,35.22
2010-11-25,663.82,5.39,34.57
2010-11-26,663.53,5.38,34.92
2010-11-29,661.29,5.42,34.84
2010-11-30,667.08,5.38,34.73
2010-12-01,669.44,5.43,34.97
2010-12-02,665.07,5.47,34.97
2010-12-03,659.76,5.45,34.88
2010-12-06,657.22,5.50,35.03
2010-12-07,661.06,5.47,34.57
2010-12-08,662.66,5.47,34.81
2010-12-09,664.94,5.48,35.04
2010-12-10,665.30,5.48,35.59
2010-12-13,669.69,5.45,35.15
2010-12-14,674.33,5.43,35.11
2010-12-15,672.79,5.44,35.00
2010-12-16,668.89,5.38,34.33
2010-12-17,665.46,5.42,34.08
2010-12-20,665.48,5.47,34.44
2010-12-21,663.73,5.50,34.34
2010-12-22,657.40,5.53,34.37
2010-12-23,654.61,5.54,34.47
2010-12-24,655.25,5.51,34.43
2010-12-27,656.35,5.54,34.37
2010-12-28,652.90,5.55,34.71
2010-12-29,651.05,5.57,35.01
2010-12-30,654.59,5.63,35.09
2010-12-31,659.30,5.68,34.86
2011-01-03,660.42,5.69,34.67
2011-01-04,659.43,5.61,34.87
2011-01-05,662.33,5.66,35.25
2011-01-06,660.43,5.66,35.69
2011-01-07,664.09,5.63,35.02
2011-01-10,663.43,5.59,35.04
2011-01-11,666.75,5.53,35.12
2011-01-12,662.80,5.63,35.14
2011-01-13,664.47,5.59,34.55
2011-01-14,661.39,5.55,34.87
2011-01-17,657.69,5.58,35.00
2011-01-18,657.42,5.49,34.84
2011-01-19,660.71,5.51,34.89
2011-01-20,656.06,5.52,34.96
2011-01-21,654.57,5.53,34.77
2011-01-24,648.09,5.51,34.58
2011-01-25,652.14,5.54,34.57
2011-01-26,650.46,5.56,34.99
2011-01-27,647.41,5.54,35.31
2011-01-28,649.06,5.52,35.64
2011-01-31,650.95,5.49,35.72
2011-02-01,651.02,5.55,35.90
2011-02-02,652.70,5.56,36.05
2011-02-03,648.26,5.50,36.17
2011-02-04,649.65,5.49,35.60
2011-02-07,646.22,5.51,35.64
2011-02-08,644.24,5.48,35.71
2011-02-09,643.85,5.47,35.57
2011-02-10,644.43,5.48,35.40
2011-02-11,649.89,5.46,35.45
2011-02-14,644.94,5.42,35.71
2011-02-15,647.38,5.43,35.53
2011-02-16,648.62,5.40,35.83
2011-02-17,640.19,5.38,35.61
2011-02-18,644.44,5.38,35.97
2011-02-21,649.19,5.39,35.50
2011-02-22,646.84,5.38,35.61
2011-02-23,648.17,5.33,35.84
2011-02-24,644.97,5.32,35.92
2011-02-25,644.65,5.37,36.25
2011-02-28,640.50,5.33,36.59
2011-03-01,640.96,5.36,36.60
2011-03-02,645.00,5.39,36.83
2011-03-03,642.91,5.41,36.36
2011-03-04,642.23,5.39,36.14
2011-03-07,639.32,5.31,36.50
2011-03-08,638.74,5.31,36.65
2011-03-09,642.23,5.36,36.53
2011-03-10,642.93,5.33,36.75
2011-03-11,643.10,5.36,36.99
2011-03-14,645.71,5.38,37.02
2011-03-15,641.79,5.40,37.52
2011-03-16,640.50,5.37,37.71
2011-03-17,645.96,5.33,36.99
2011-03-18,644.07,5.34,36.95
2011-03-21,643.33,5.32,36.76
2011-03-22,640.76,5.34,36.93
2011-03-23,635.78,5.40,37.07
2011-03-24,637.63,5.39,37.15
2011-03-25,634.15,5.45,37.57
2011-03-28,633.48,5.40,37.48
2011-03-29,635.45,5.38,37.25
2011-03-30,636.06,5.35,37.65
2011-03-31,639.16,5.38,37.44
2011-04-01,639.92,5.42,36.82
2011-04-04,640.67,5.48,37.36
2011-04-05,637.72,5.49,37.67
2011-04-06,641.66,5.42,37.07
2011-04-07,642.25,5.44,37.04
2011-04-08,641.30,5.49,37.48
2011-04-11,639.50,5.49,37.13
2011-04-12,645.14,5.44,36.82
2011-04-13,642.37,5.40,37.20
2011-04-14,649.92,5.41,37.10
2011-04-15,652.36,5.38,37.50
2011-04-18,652.34,5.40,37.30
2011-04-19,651.77,5.34,37.31
2011-04-20,654.77,5.27,37.01
2011-04-21,653.31,5.26,36.99
2011-04-22,653.26,5.27,36.98
2011-04-25,647.87,5.28,37.34
2011-04-26,648.80,5.22,37.42
2011-04-27,650.44,5.18,37.44
2011-04-28,654.69,5.24,37.48
2011-04-29,656.45,5.24,37.36
2011-05-02,661.09,5.27,37.55
2011-05-03,659.45,5.33,37.87
2011-05-04,655.29,5.37,37.92
2011-05-05,656.30,5.30,37.48
2011-05-06,659.65,5.27,37.73
2011-05-09,655.37,5.22,38.31
2011-05-10,658.45,5.21,38.38
2011-05-11,656.21,5.23,38.75
2011-05-12,654.95,5.24,38.23
2011-05-13,660.94,5.28,38.22
2011-05-16,659.94,5.34,38.07
2011-05-17,661.26,5.33,37.80
2011-05-18,664.79,5.31,37.94
2011-05-19,663.74,5.31,37.89
2011-05-20,661.66,5.34,37.87
2011-05-23,664.62,5.36,38.24
2011-05-24,663.08,5.39,38.19
2011-05-25,663.11,5.36,38.05
2011-05-26,665.30,5.35,37.83
2011-05-27,668.22,5.37,37.47
2011-05-30,668.67,5.41,37.80
2011-05-31,666.98,5.37,37.70
2011-06-01,671.56,5.40,37.01
2011-06-02,674.54,5.32,37.58
2011-06-03,677.50,5.30,37.62
2011-06-06,679.84,5.28,37.76
2011-06-07,679.50,5.28,38.23
2011-06-08,672.67,5.28,37.80
2011-06-09,672.16,5.25,38.58
2011-06-10,670.53,5.25,38.39
2011-06-13,673.62,5.23,38.19
2011-06-14,680.02,5.26,38.28
2011-06-15,688.32,5.24,38.04
2011-06-16,685.69,5.29,37.85
2011-06-17,689.88,5.26,37.31
2011-06-20,687.22,5.27,37.66
2011-06-21,691.79,5.29,37.87
2011-06-22,682.75,5.30,37.89
2011-06-23,681.80,5.28,38.16
2011-06-24,685.78,5.35,38.10
2011-06-27,683.15,5.42,38.01
2011-06-28,681.48,5.37,38.14
2011-06-29,683.64,5.40,38.21
2011-06-30,685.61,5.42,38.38
2011-07-01,689.75,5.46,38.44
2011-07-04,688.00,5.49,38.26
2011-07-05,687.60,5.46,38.92
2011-07-06,684.36,5.49,39.13
2011-07-07,687.46,5.49,39.17
2011-07-08,686.89,5.39,38.93
2011-07-11,691.68,5.36,38.98
2011-07-12,700.90,5.32,38.82
2011-07-13,700.12,5.25,38.56
2011-07-14,695.23,5.27,38.48
2011-07-15,687.92,5.30,38.79
2011-07-18,686.78,5.34,38.97
2011-07-19,683.74,5.35,39.03
2011-07-20,680.99,5.31,39.17
2011-07-21,688.94,5.31,39.24
2011-07-22,685.41,5.30,39.18
2011-07-25,684.23,5.28,39.16
2011-07-26,682.40,5.33,39.81
2011-07-27,679.91,5.31,39.95
2011-07-28,681.99,5.29,39.77
2011-07-29,684.09,5.23,40.48
2011-08-01,685.23,5.22,40.44
2011-08-02,681.65,5.28,40.42
2011-08-03,680.27,5.35,40.75
2011-08-04,679.71,5.37,40.65
2011-08-05,678.58,5.36,40.75
2011-08-08,682.40,5.43,40.05
2011-08-09,690.43,5.47,40.06
2011-08-10,689.05,5.40,40.44
2011-08-11,685.38,5.43,40.31
2011-08-12,679.91,5.45,40.47
2011-08-15,676.83,5.48,41.06
2011-08-16,678.59,5.50,40.82
2011-08-17,675.17,5.48,40.85
2011-08-18,675.31,5.48,41.67
2011-08-19,677.34,5.44,41.27
2011-08-22,671.55,5.40,41.47
2011-08-23,670.70,5.38,41.67
2011-08-24,672.64,5.39,41.67
2011-08-25,672.62,5.34,41.06
2011-08-26,670.00,5.32,40.79
2011-08-29,669.52,5.30,40.37
2011-08-30,669.28,5.31,40.22
2011-08-31,672.12,5.33,40.34
2011-09-01,670.97,5.34,40.57
2011-09-02,664.60,5.38,40.41
2011-09-05,666.86,5.30,40.27
2011-09-06,661.29,5.29,40.33
2011-09-07,662.74,5.29,39.93
2011-09-08,667.15,5.25,39.83
2011-09-09,664.66,5.22,39.39
2011-09-12,668.37,5.25,39.41
2011-09-13,667.99,5.22,39.38
2011-09-14,665.06,5.22,39.51
2011-09-15,664.33,5.24,39.70
2011-09-16,667.11,5.31,39.25
2011-09-19,663.09,5.27,39.19
2011-09-20,657.90,5.25,39.46
2011-09-21,660.40,5.31,39.73
2011-09-22,663.84,5.29,39.62
2011-09-23,666.86,5.32,39.02
2011-09-26,662.33,5.29,38.75
2011-09-27,666.79,5.36,38.86
2011-09-28,668.03,5.43,39.00
2011-09-29,670.00,5.45,39.12
2011-09-30,674.62,5.48,39.15
2011-10-03,673.39,5.49,38.64
2011-10-04,675.04,5.49,38.74
2011-10-05,671.24,5.51,38.80
2011-10-06,671.32,5.53,38.55
2011-10-07,666.53,5.55,37.87
2011-10-10,668.61,5.63,37.99
2011-10-11,671.57,5.69,38.31
2011-10-12,679.31,5.66,38.21
2011-10-13,681.06,5.60,38.21
2011-10-14,681.39,5.65,38.54
2011-10-17,684.10,5.68,38.56
2011-10-18,685.20,5.71,38.88
2011-10-19,682.84,5.73,38.86
2011-10-20,683.85,5.77,38.79
2011-10-21,680.80,5.74,38.61
2011-10-24,682.98,5.73,38.43
2011-10-25,685.72,5.74,38.65
2011-10-26,693.34,5.82,38.76
2011-10-27,694.62,5.86,39.16
2011-10-28,693.48,5.81,39.44
2011-10-31,694.36,5.84,39.61
2011-11-01,692.04,5.82,39.95
2011-11-02,691.59,5.79,39.87
2011-11-03,693.07,5.77,40.43
2011-11-04,695.99,5.71,40.51
2011-11-07,701.55,5.84,40.36
2011-11-08,701.74,5.79,40.54
2011-11-09,703.53,5.80,40.19
2011-11-10,706.38,5.88,40.63
2011-11-11,707.77,5.88,40.93
2011-11-14,707.37,5.77,40.37
2011-11-15,712.32,5.83,40.34
2011-11-16,709.58,5.82,39.93
2011-11-17,708.79,5.89,39.73
2011-11-18,706.08,5.84,39.80
2011-11-21,702.83,5.86,39.70
2011-11-22,708.85,5.89,39.86
2011-11-23,703.97,5.89,39.96
2011-11-24,705.28,5.91,40.00
2011-11-25,701.27,5.81,39.65
2011-11-28,704.93,5.84,40.02
2011-11-29,706.19,5.85,40.03
2011-11-30,700.26,5.86,39.82
2011-12-01,698.24,5.82,39.81
2011-12-02,701.54,5.86,39.50
2011-12-05,702.49,5.85,38.87
2011-12-06,705.90,5.83,39.05
2011-12-07,703.21,5.86,39.45
2011-12-08,704.24,5.89,39.24
2011-12-09,703.23,5.84,39.58
2011-12-12,707.50,5.82,39.60
2011-12-13,705.25,5.77,39.44
2011-12-14,701.13,5.69,39.53
2011-12-15,697.75,5.69,38.70
2011-12-16,698.16,5.67,38.51
2011-12-19,701.31,5.66,38.60
2011-12-20,701.60,5.68,38.36
2011-12-21,701.66,5.67,38.58
2011-12-22,699.75,5.71,38.75
2011-12-23,697.82,5.74,38.63
2011-12-26,695.69,5.70,38.30
2011-12-27,696.88,5.70,38.21
2011-12-28,699.96,5.73,38.25
2011-12-29,693.29,5.75,37.65
2011-12-30,690.30,5.75,38.12
2012-01-02,681.84,5.69,37.91
2012-01-03,684.30,5.63,37.67
2012-01-04,688.55,5.66,37.49
2012-01-05,692.14,5.67,37.22
2012-01-06,689.78,5.64,36.90
2012-01-09,691.46,5.68,36.48
2012-01-10,693.87,5.64,36.46
2012-01-11,695.03,5.68,36.46
2012-01-12,696.00,5.75,36.93
2012-01-13,699.77,5.78,37.09
2012-01-16,705.61,5.81,36.89
2012-01-17,706.09,5.83,36.48
2012-01-18,704.15,5.90,36.16
2012-01-19,706.05,5.91,36.44
2012-01-20,703.42,5.88,36.46
2012-01-23,701.31,5.95,36.51
2012-01-24,704.41,5.91,36.69
2012-01-25,713.28,5.91,36.36
2012-01-26,717.45,5.89,35.99
2012-01-27,713.51,5.84,36.15
2012-01-30,710.58,5.81,36.04
2012-01-31,712.20,5.84,36.40
2012-02-01,711.13,5.89,36.18
2012-02-02,717.32,5.91,36.26
2012-02-03,711.73,5.96,36.13
2012-02-06,709.66,5.92,35.95
2012-02-07,711.52,5.94,35.97
2012-02-08,718.29,5.89,36.06
2012-02-09,713.63,5.91,36.23
2012-02-10,714.22,5.94,36.40
2012-02-13,716.05,5.88,36.66
2012-02-14,722.42,5.93,36.59
2012-02-15,729.63,5.94,36.93
2012-02-16,732.23,6.00,36.47
2012-02-17,729.44,6.02,36.40
2012-02-20,728.22,6.09,36.24
2012-02-21,729.46,6.11,36.18
2012-02-22,721.13,6.03,36.11
2012-02-23,729.17,6.00,36.10
2012-02-24,736.86,6.00,36.26
2012-02-27,738.12,5.97,36.01
2012-02-28,736.37,5.97,35.80
2012-02-29,734.66,5.98,36.15
2012-03-01,743.44,5.95,36.24
2012-03-02,739.90,5.93,35.74
2012-03-05,746.40,5.91,36.02
2012-03-06,742.58,5.81,36.51
2012-03-07,736.69,5.77,36.87
2012-03-08,737.13,5.77,37.27
2012-03-09,736.20,5.80,36.90
2012-03-12,741.56,5.78,36.96
2012-03-13,739.01,5.75,36.88
2012-03-14,742.51,5.74,36.94
2012-03-15,740.87,5.79,36.51
2012-03-16,734.77,5.85,35.88
2012-03-19,741.21,5.85,36.01
2012-03-20,742.52,5.83,36.16
2012-03-21,750.19,5.88,35.96
2012-03-22,754.95,5.83,35.90
2012-03-23,755.62,5.88,35.51
2012-03-26,759.70,5.87,35.05
2012-03-27,763.60,5.85,34.49
2012-03-28,766.76,5.78,34.39
2012-03-29,762.56,5.75,34.69
2012-03-30,765.09,5.69,34.63
2012-04-02,765.47,5.75,34.76
2012-04-03,760.95,5.70,34.95
2012-04-04,763.97,5.67,34.78
2012-04-05,766.03,5.69,34.05
2012-04-06,765.11,5.72,33.65
2012-04-09,768.55,5.67,33.72
2012-04-10,765.42,5.61,33.78
2012-04-11,765.14,5.67,34.01
2012-04-12,759.18,5.68,34.28
2012-04-13,762.51,5.76,34.82
2012-04-16,759.93,5.77,35.49
2012-04-17,764.91,5.75,35.06
2012-04-18,759.07,5.78,35.03
2012-04-19,758.49,5.75,34.80
2012-04-20,760.94,5.75,34.92
2012-04-23,754.82,5.83,35.25
2012-04-24,758.98,5.74,35.51
2012-04-25,753.65,5.76,35.84
2012-04-26,757.80,5.79,36.37
2012-04-27,758.54,5.76,36.22
2012-04-30,758.73,5.80,35.92
2012-05-01,761.94,5.80,35.79
2012-05-02,758.49,5.78,35.88
2012-05-03,757.87,5.81,35.42
2012-05-04,752.41,5.77,35.74
2012-05-07,752.00,5.77,35.91
2012-05-08,754.58,5.75,35.51
2012-05-09,753.34,5.69,35.49
2012-05-10,750.57,5.70,35.55
2012-05-11,749.31,5.73,36.36
2012-05-14,742.51,5.83,36.08
2012-05-15,737.60,5.79,36.30
2012-05-16,738.50,5.77,36.13
2012-05-17,735.81,5.79,36.50
2012-05-18,734.98,5.77,36.39
2012-05-21,726.61,5.76,36.51
2012-05-22,725.38,5.75,36.84
2012-05-23,726.62,5.76,36.99
2012-05-24,727.25,5.82,36.59
2012-05-25,727.25,5.72,36.47
2012-05-28,734.64,5.67,36.15
2012-05-29,734.48,5.71,36.35
2012-05-30,732.59,5.78,36.34
2012-05-31,736.87,5.84,36.06
2012-06-01,731.47,5.87,36.11
2012-06-04,731.71,5.88,36.09
2012-06-05,737.53,5.76,36.46
2012-06-06,738.60,5.75,36.18
2012-06-07,743.26,5.71,36.21
2012-06-08,747.60,5.64,36.31
2012-06-11,748.87,5.66,36.18
2012-06-12,751.18,5.70,36.09
2012-06-13,759.11,5.66,35.90
2012-06-14,763.79,5.65,35.64
2012-06-15,762.20,5.71,35.87
2012-06-18,758.78,5.64,36.30
